!Sample_title	A7_tophat	B7_tophat	C7_tophat	D7_tophat	E7_tophat	G7_tophat	H7_tophat	A8_tophat	B8_tophat	C8_tophat	D8_tophat	E8_tophat	F8_tophat	G8_tophat	H8_tophat	A9_tophat	B9_tophat	C9_tophat	D9_tophat	E9_tophat	F9_tophat	G9_tophat	H9_tophat
ENSG00000000003	4.17487354937512	0	44.7269252430213	6.93489777846427	17.9990997339419	0	0	64.7229097333935	0.939363666691846	2.01451837201976	0	80.6808500698286	0.376104040953773	17.0932317584587	23.4677363322029	0	10.6643357828868	41.2421005351333	1.58561820189485	0	33.8180284252412	0	67.3586497170686
ENSG00000000419	12.7449083524964	83.4252227671065	36.3351809896507	3.34053081653341	38.9590938416448	0	96.190069055045	65.9690730388686	3.52942355298055	53.7402401006447	133.009402347101	21.6527195565554	82.6673254390503	2.29369765725559	12.1619500347445	48.0608909077695	140.239991477938	116.458258693575	63.5473387072577	211.33963093481	0	56.7353203256055	105.673354844
ENSG00000000457	0	0	0	6.44373494858551	5.54282201835862	50.7412894763948	0	1.58780712384705	0	0	0	0	0.495607097406759	1.34073953814107	0	0	0	11.8144215380572	53.4546228267008	0	0.309467687919651	0.119868458228683	0
ENSG00000000460	0	0	0	0	33.75282026801	0	0.20699202591102	19.1004807307109	0	30.0087950419555	0	0	0	0	0	0	0	2.72561298630627	0	0.190846481944082	0	0.138269582367693	0
ENSG00000001036	0	0	50.7053894815074	3.75340272411212	0	0	51.7397801566393	0	0	3.27097773616527	2.91039259329067	0	1.22136185157563	0	0	70.0232259058869	9.41070898819093	0	2.57457162391448	0	3.0505780106709	0	0
ENSG00000001084	62.640369053486	0	0	4.09729150204184	0	0	0	0	0	14.357400787848	0	0	0.100769929441413	0.109043013600674	1.30091046543217	1.17505434396471	0.86961489508742	12.079543531148	0	0	0.755074830184671	0.0974896133744561	2.02638259149549
ENSG00000001167	0.310500058160853	0	0.239747679166166	0	0	0	0	0	0	0	4.53254889536979	0	0	0	0	0	0	0	0	0	0	65.8138540509994	0
ENSG00000001460	0	4.40225891548929	4.50881130568615	0	0	0.332944427689474	0.435361797184017	13.7580900768408	11.5121991839141	0	0	0	13.2266126774614	0	0	0	0.247060135861988	14.6047920989138	2.11220142920724	16.992736650871	2.37758523223289	0	0
ENSG00000001461	0.754986636527654	7.47041663714828	17.7800029955671	61.3978481075706	46.7017146499248	0	8.2744203926517	21.5828209325378	35.3340184835077	3.20589905321796	0	13.1750813704554	34.0981266733696	0.0981317550087729	18.3415372054716	18.946408055874	2.57139317180943	40.8891012954581	27.5274380733042	62.0008347908648	15.6289409422178	27.1099394702572	28.2660331787865
ENSG00000001497	2.96411166632924	0	14.5495398232065	47.3252026531512	7.30237227531102	0	0.662974459801963	0	0	7.19228835127612	50.5409279529189	17.6653407519119	0	2.47673382743559	1.09437240501704	0.148274660239955	19.7518809906732	1.03926927186626	0	0	0.762235139005531	0	32.218177966394
ENSG00000001561	0	0	0	0	15.6425575099814	0	0	0	0.228983779211327	0	0	0	0	0	18.4111509789214	0	0	0.249773208362096	0.515357166601672	0	0.228990119968927	0	0
ENSG00000001629	22.7369220008679	37.7697839009368	24.4758170284336	66.0504933016719	43.1797568461781	2.38459188560879	26.3307791905863	41.1666754054614	99.7787343829925	11.6600492897191	0	0.678791556406481	67.8186006441992	1.5531517937209	0.171569351238155	0	85.2298215872201	20.0404640431037	50.0900422297044	48.3941977842051	8.06616894679886	64.3380584125302	12.1764669146032
ENSG00000001630	0	0	2.46697654843516	5.93817480936057	2.83114801395526	8.86832297663971	0.606343357197377	0.383227310240523	0	2.91521675558235	0.249408643626069	0	2.09331348272627	15.4031687871797	0	0	0.258066865036988	0.285148549850788	0	0	6.01270498366127	0.202517083453123	0
ENSG00000001631	0.190734320059802	0	19.8817834809486	0.779887948850257	0.858064053626972	0	13.7368436305872	9.8145477780264	0	0.294514533111206	85.4931342645421	0.31204279801278	0	10.8585855511738	0	8.94960897766512	0	0.748997544869187	4.82939672361456	0	8.92677603074224	0.398962571560939	1.2093501279697
